pieza;descripcion;precio;unidad
B&P-036-SNL512;Soporte bi-partido;18.452367;Unidades
B&P-036-SNL513;Soporte bi-partido;21.870953;Unidades
B&P-036-SNL515;Soporte bi-partido;23.240386;Unidades
B&P-036-SNL516;Soporte bi-partido;29.847653;Unidades
B&P-036-SNL517;Soporte bi-partido;33.606098;Unidades
B&P-036-SNL518;Soporte bi-partido;42.153562;Unidades
B&P-036-SNL519;Soporte bi-partido;45.501177;Unidades
B&P-036-SNL520;Soporte bi-partido;52.788163;Unidades
B&P-036-SNL522;Soporte bi-partido;81.666217;Unidades
B&P-037-10X1.25X10;PRISIONERO;0.036998;Unidades
B&P-037-123128-A-CS;CAMISA 123128-A PLEGADA;115.472675;Unidades
B&P-037-124593-A-CS;CAMISA 124593-A PLEGADA;104.741922;Unidades
B&P-037-3000X2500-GD;GARAGE DOOR;1099.997932;Unidades
B&P-037-35723-TFA050;35723-TFA050 - EJE, PIÑÓN PLANETARIO, LARGO;0.890445;Unidades
B&P-037-35723-TFA051;35723-TFA050 - Sin terminar - EJE, PIÑÓN PLANETARIO, LARGO;0.890445;Unidades
B&P-037-5717-00-8541;CAJA REDUCTORA;1403.800842;Unidades
B&P-037-6061-T6-B;Aluminum block 6061-T6, 300mm x 300mm x 160mm, 43.6KGS;209.474763;Unidades
B&P-037-6061-T6-C;Aluminum cylinder: 6061-T6, 300mm of diameter and 160mm of lenght 33.1KGS;163.495913;Unidades
B&P-037-7322BM/P5;7322BM/P5;163.199974;Unidades
B&P-037-806699;TENSOR OMBU 400MM;25.042099;Unidades
B&P-037-806700;TENSOR OMBU 670MM;31.314987;Unidades
B&P-037-807141;TENSOR OMBU - 1350MM;47.111675;Unidades
B&P-037-807142;TENSOR OMBU - 980MM C/TUERCA;38.516445;Unidades
B&P-037-81120-TN;Rod. Axial de rod. cilindricos;13.687994;Unidades
B&P-037-81208;Rod. Axial de rod. cilindricos = 40x68x19;30.381;Unidades
B&P-037-81210;Rod. Axial de rod. cilindricos = 50x78x22;4.99804;Unidades
B&P-037-81211;Rod. Axial de rod. cilindricos = 55x90x25;26.793951;Unidades
B&P-037-81215-TN;Rod. Axial de rod. cilindricos = 75x110x27;8.350017;Unidades
B&P-037-AG590026-06;O-Ring = Ø5.3x87.5;0.390018;Unidades
B&P-037-AG59517-01-Z;MAZA PRE CINCADA;1.467;Unidades
B&P-037-AG59517-03-Z;BUJE PRE CINCADO;0.25428;Unidades
B&P-037-AG59520-01-Z;MAZA CINCADA;1.391;Unidades
B&P-037-AG59520-03-Z;BUJE CINCADO;0.1605;Unidades
B&P-037-AG59520-08;BUJE SEPARADOR;0.427322;Unidades
B&P-037-BIG-BAG1040;TRAMA CERRADA 1040 KGS;7.460014;Unidades
B&P-037-BIG-BAG1250;TRAMA CERRADA 1250 KGS;7.970015;Unidades
B&P-037-BP-12011-A5;SELLO MECANICO PRE-ZINCADO;0.046154;Unidades
B&P-037-BP-12011-BD2;Soporte Rolo Derecho MDD-200;2.890231;Unidades
B&P-037-BP-12011-BI2;Soporte Rolo Izquierdo MDD-200;2.890231;Unidades
B&P-037-BP-13002-01;OR  - RODAMIENTO DOBL HILERA DE BOLAS 91X45X38;0.69345;Unidades
B&P-037-BP-13002-02;IR - RODAMIENTO DOBLE HILERA DE BOLAS 91X45X38;0.69345;Unidades
B&P-037-BP-13002-A1;OR PRE-TT - RODAMIENTO DOBL HILERA DE BOLAS 91X45X38;0.408148;Unidades
B&P-037-BP-13002-A2;IR PRE-TT - RODAMIENTO DOBLE HILERA DE BOLAS 91X45X38;0.408148;Unidades
B&P-037-BP-13010;COMJUNTO DE BRAZO Y ROTULA ACERO INOXIDABLE;85.71408;Unidades
B&P-037-BP-13011-A1;RUEDA EXTERIOR PRE TT;0.588741;Unidades
B&P-037-BP-13014;Soporte Tipo FD206;4.46734;Unidades
B&P-037-BP-14002;DISCO DE ZARANDA;0.422374;Unidades
B&P-037-BP-14003;DISCO DE CORTE;0.985158;Unidades
B&P-037-BP-17010;ACOPLE RAPIDO_x000D_;5.550044;Unidades
B&P-037-BP-20005-BD;Soporte Rolo Derecho 3010;2.650212;Unidades
B&P-037-BP-20005-BI;Soporte Rolo Izquierdo 3010;2.650212;Unidades
B&P-037-BP-21001-BD;Soporte Rolo Derecho;5.834756;Unidades
B&P-037-BP-21001-BI;Soporte Rolo Izquierdo;5.834756;Unidades
B&P-037-BP-22001;Rolller Aliviador de Cuchillas;2.429028;Unidades
B&P-037-BP-22001-02;Soporte Angulo;0.393061;Unidades
B&P-037-BP-22001-07;Tuerca Autofrenante por Deformacion M6;0.016993;Unidades
B&P-037-BP-22001-08;Bulon de Seccion M6x25mm;0.030988;Unidades
B&P-037-BP-23006;DS-010-B Rubber Belt;48.852443;Unidades
B&P-037-BP-24002;Brazo soporte para 24005;6.038067;Unidades
B&P-037-BP-25006-02;Tensor Fund. Mainero 36630-125;5.08254;Unidades
B&P-037-BP-25006-D;Espiral de Rolo Derecho 48836-528;11.035515;Unidades
B&P-037-BP-25006-I;Espiral de Rolo Izquierdo 48836-527;11.035515;Unidades
B&P-037-BP-25008;Brazo soporte corto rolo;7.62546;Unidades
B&P-037-BP-6000;INVERSOR OFF-GRID 6kW CON CARGADOR DE BATERIAS;747.653065;Unidades
B&P-037-CAÑOØ63X14;CAÑO Ø 63.5 X 14;103.675786;Metros
B&P-037-CHAPA-IN1.5;CHAPA DE ACERO INOXIDABLE DE 1.5MM;70.035418;Unidades
B&P-037-F4903062;SET.ROD. DTR3062 C/GUARDAPOLVO INOX.;14.612197;Unidades
B&P-037-GREASE-PUMP;GREASE PUMP S40;387.001238;Unidades
B&P-037-HY2-30W-24V;Lamina radiante 24V 34cm;9.519998;Unidades
B&P-037-M04132;Tornillo allen frezada 8x20;0.036284;Unidades
B&P-037-NTR2050-BJL2;EJE DE ROTULA;0.253699;Unidades
B&P-037-P1;PVC Eco door;295.100177;Unidades
B&P-037-P2;PVC Eco door;159.299841;Unidades
B&P-037-P3;PVC Eco door;221.700133;Unidades
B&P-037-P4;PVC Eco door;285.200171;Unidades
B&P-037-P5;PVC Eco door;192.800116;Unidades
B&P-037-P6;Protective glasses For Laser Cut;144.600087;Unidades
B&P-037-PIN-ANT-ROT;ANTIROTATION-PIN;7.370012;Unidades
B&P-037-PRI-8X1X;PRISIONERO ALLEN M8X1X8;0.25;Unidades
B&P-037-PRIS-6X1X8;PRISIONERO ALLEN - M6X1X8;0.037975;Unidades
B&P-037-PRISI-3/8X24;PRISIONESRO ALLEN 3/8X24;0.210115;Unidades
B&P-037-PRISI-6X1X6;PRISIONERO;0.023014;Unidades
B&P-037-PRISI-8X1X8;PRISIONERO;0.053008;Unidades
B&P-037-PV1;SLIDING DOOR;531.960319;Unidades
B&P-037-PV2;SLIDING DOOR;817.960491;Unidades
B&P-037-PV3;SLIDING DOOR;930.600558;Unidades
B&P-037-PV4;SLIDING DOOR;429.99957;Unidades
B&P-037-PV5;Turn and tilt window;406.450244;Unidades
B&P-037-PV6;TURN AND TILT WINDOW;349.030209;Unidades
B&P-037-PV7;PV7;600.32036;Unidades
B&P-037-PVC-PROFILE;Perfiles de PVC para  puertas;12.400028;Unidades
B&P-037-RFMV60;VERTICAL MACHINING CENTER;84000.2982;Unidades
B&P-037-SAE8620Ø28.6;REDONDO SAE8620 - Ø28.6MM;23.951499;Metros
B&P-037-SP-47;ANILLO DE RETENCION DIN 5417;0.714285;Unidades
B&P-037-SP-72;ANILLO DE RETENCION DIN 5417;1.125236;Unidades
B&P-037-SP-90;ANILLO DE RETENCION DIN 5417;0.942802;Unidades
B&P-037-SSHA1-206;SOPORTE ACERO INOXIDABLE;122.999786;Unidades
B&P-037-STC204-A;SOPORTE T;56.132003;Unidades
"B&P-037-TUE-1""1/412";"TUERCA 1""1/4 12 hpp";4.688143;Unidades
"B&P-037-TUE-1""1/412";"TUERCA 1""1/4 12hpp";1.876729;Unidades
"B&P-037-TUE-1""1/412L";"TUERCA 1""1/4 12hpp ROSCA IZQUIERDA";3.540748;Unidades
"B&P-037-TUE-1""1/4412";"TUERCA 1"" 1/4 hpp ROSCA IZQUIERDA";1.987961;Unidades
B&P-037-UB-BIG;Umbrella bag - Small - 700x120 - 500pcs/pack;10.342222;Unidades
B&P-037-UB-SMALL;Umbrella bag - Small - 400x120 - 500pcs/pack;9.038194;Unidades
B&P-037-UBM-DOUBLE;Umbrella bag machine - double slots;62.430462;Unidades
B&P-037-UBM-SINGLE;Umbrella bag machine - single slots;43.630938;Unidades
B&P-037-V1;Awning window;249.99975;Unidades
B&P-037-V10;VENTANA V10;271.950965;Unidades
B&P-037-V11;VENTANA V11;346.399654;Unidades
B&P-037-V12;VENTANA V12;291.901036;Unidades
B&P-037-V13;VENTANA V13;385.099615;Unidades
B&P-037-V14;V14;473.399527;Unidades
B&P-037-V2;Awning window;426.999573;Unidades
B&P-037-V2A;V2A;119.580072;Unidades
B&P-037-V3;Turn and tilt window;182.999817;Unidades
B&P-037-V3A;Turn and tilt window;222.860134;Unidades
B&P-037-V4;SLIDING DOOR;240.499759;Unidades
B&P-037-V4A;V4A;217.46013;Unidades
B&P-037-V5;AWNING WINDOW;314.999685;Unidades
B&P-037-V6;Casement window;239.360144;Unidades
B&P-037-V7;SLIDING DOOR;456.599543;Unidades
B&P-037-V8;AWNING WINDOW;267.44016;Unidades
B&P-037-V9;WINDOW;345.170207;Unidades
B&P-037-X4-08-5701-A;EXTREMO DE DIRECCION SIN ARMAR;2.290682;Unidades
B&P-037-XHG02-02;CAJA ALTA Y BAJA;395.900238;Unidades
B&P-040-1204-K-TN-C3;Rod. Bolas a Rotula - Eje Conico = 20x47x14;1.120418;Unidades
B&P-040-1205-K-TN-C3;Rod. Bolas a Rotula - Eje Conico = 25x52x15;1.210452;Unidades
B&P-040-1205-TN-C3;Rod. Bolas a Rotula = 25x52x15;1.129548;Unidades
B&P-040-1206-K-C3;Rod. Bolas a Rotula - Eje conico = 30x62x16;1.440223;Unidades
B&P-040-1206-TN-C3;Rod. Bolas a Rotula = 30x62x16;1.570243;Unidades
B&P-040-1207-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 35x72x17;1.9992;Unidades
B&P-040-1207-TN-C3;Rod. Bolas a Rotula = 35x72x17;1.9992;Unidades
B&P-040-1208-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 40x80x18;2.039184;Unidades
B&P-040-1208-TN-C3;Rod. Bolas a Rotula = 40x80x18;2.210343;Unidades
B&P-040-1209-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 45x85x19;2.330361;Unidades
B&P-040-1209-TN-C3;Rod. Bolas a Rotula = 45x85x19;2.328614;Unidades
B&P-040-1210-K-C3;Rod. Bolas a Rotula - Eje conico = 50x90x20;2.629996;Unidades
B&P-040-1210-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 50x90x20;2.45099;Unidades
B&P-040-1211-C3;Rod. Bolas a Rotula = 55x100x21;3.209996;Unidades
B&P-040-1211-K-C3;Rod. Bolas a Rotula - Eje conico = 55x100x21;3.068772;Unidades
B&P-040-1212-K-TN-C3;Rod. Bolas a Rotula - Eje Conico = 60x110x22;4.161554;Unidades
B&P-040-1212-TN-C3;Rod. Bolas a Rotula = 60x110x22;4.158336;Unidades
B&P-040-1213-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 65x120x23;5.041882;Unidades
B&P-040-1214-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 70x125x24;5.962226;Unidades
B&P-040-1215-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 75x130x25;6.282346;Unidades
B&P-040-1305-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 25x62x17;1.957016;Unidades
B&P-040-1305-TN-C3;Rod. Bolas a Rotula = 25x62x17;1.969212;Unidades
B&P-040-1306-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 30x72x19;2.232;Unidades
B&P-040-1306-TN-C3;Rod. Bolas a Rotula = 30x72x19;1.930525;Unidades
B&P-040-1307-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 35x80x21;2.920023;Unidades
B&P-040-1307-TN-C3;Rod. Bolas a Rotula = 35x80x21;2.918832;Unidades
B&P-040-1308-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 40x90x23;3.650029;Unidades
B&P-040-1308-TN-C3;Rod. Bolas a Rotula = 40x90x23;3.647828;Unidades
B&P-040-1309-K-TN-C3;Rod. Bolas a Rotula - Eje conico =  45x100x25;4.131543;Unidades
B&P-040-1309-TN-C3;Rod. Bolas a Rotula = 45x100x25;4.568172;Unidades
B&P-040-1310-TN-C3;Rod. Bolas a Rotula = 50x110x27;6.322553;Unidades
B&P-040-1311-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 55x120x29;6.027588;Unidades
B&P-040-1312-K-TN-C3;Rod. Bolas a Rotula = 60x130x31;8.293349;Unidades
B&P-040-2205-TN-C3;Rod. Bolas a Rotula = 25x52x18;1.739304;Unidades
B&P-040-2206-TN-C3;Rod. Bolas a Rotula = 30x62x20;1.770274;Unidades
B&P-040-2207-C3;Rod. Bolas a Rotula = 35x72x23;2.009997;Unidades
B&P-040-2207-TN-C3;Rod. Bolas a Rotula = 35x72x23;2.220829;Unidades
B&P-040-2208-TN-C3;Rod. Bolas a Rotula = 40x80x23;2.851064;Unidades
B&P-040-2209-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 45x85x23;2.931094;Unidades
B&P-040-2209-TN-C3;Rod. Bolas a Rotula = 45x85x23;2.750748;Unidades
B&P-040-2210-K-TN-C3;Rod. Bolas a Rotula - Eje conico = 50x90x23;3.311236;Unidades
B&P-040-2210-TN-C3;Rod. Bolas a Rotula = 50x90x23;3.308031;Unidades
B&P-040-2305-TN-C3;Rod. Bolas a Rotula = 25x62x24;2.724;Unidades
B&P-040-2309-TN-C3;Rod. Bolas a Rotulas 45x100x36;6.624;Unidades
B&P-040-51102;Rod. Axial de Bolas = 15x28x9;0.330077;Unidades
B&P-040-51103;Rod. Axial de Bolas = 17x30x9;0.316905;Unidades
B&P-040-51104;Rod. Axial de Bolas = 20x35x10;0.36978;Unidades
B&P-040-51105;Rod. Axial de Bolas = 25x42x11_x000D_;0.511846;Unidades
B&P-040-51106;Rod. Axial de Bolas = 30x47x11;0.551834;Unidades
B&P-040-51107;Rod. Axial de Bolas = 35x52x12_x000D_;0.65461;Unidades
B&P-040-51108;Rod. Axial de Bolas = 40x60x13;0.662801;Unidades
B&P-040-51109;Rod. Axial de Bolas = 45x65x14;0.758772;Unidades
B&P-040-51110;Rod. Axial de Bolas = 50x70x14;1.026692;Unidades
B&P-040-51111;Rod. Axial de Bolas = 55x78x16_x000D_;1.106668;Unidades
B&P-040-51112;Rod. Axial de Bolas = 60x85x17;1.381585;Unidades
B&P-040-51114;Rod. Axial de Bolas = 70x95x18;1.76747;Unidades
B&P-040-51115;Rod. Axial de Bolas = 75x100x19;1.792462;Unidades
B&P-040-51116;Rod. Axial de Bolas = 80x105x19;1.810731;Unidades
B&P-040-51117;Rod. Axial de Bolas = 85x110x19_x000D_;2.04918;Unidades
B&P-040-51118;Rod. Axial de Bolas = 90x120x22_x000D_;2.898449;Unidades
B&P-040-51120;Rod. Axial de Bolas = 100x135x25;4.037596;Unidades
B&P-040-51205;Rod. Axial de Bolas = 25x47x15;0.670104;Unidades
B&P-040-51207;Rod. Axial de Bolas = 35x62x18;1.04958;Unidades
B&P-040-51208;Rod. Axial de Bolas = 40x68x19;1.230497;Unidades
B&P-040-51209;Rod. Axial de Bolas = 45x73x20_x000D_;1.561071;Unidades
B&P-040-51210;Rod. Axial de Bolas = 50x78x22;1.953414;Unidades
B&P-040-51215;Rod. Axial de Bolas = 75x110x27;3.570832;Unidades
B&P-040-51217;Rod. Axial de Bolas = 85x125x31_x000D_;4.488204;Unidades
B&P-040-51310;Rod. Axial de Bolas = 50x95x31;3.280508;Unidades
B&P-040-51315;CRAPODINA;8.670019;Unidades
B&P-040-5205-2RS;Doble Hilera = 25x52x20.6;1.619942;Unidades
B&P-040-5205-2RST;Doble Hilera = 25x52x20.6;1.460073;Unidades
B&P-040-5210-2RS-C3;Doble Hilera = 50x90x30.16_x000D_;4.512549;Unidades
B&P-040-7207-B-TN;Rod. Contacto Angular = 35x72x17;1.620662;Unidades
B&P-040-7209-B-TN;Rod. Contacto Angular = 45x85x19;2.511125;Unidades
B&P-040-81212;Rod. Axial de rod. cilindricos = 60x95x26;8.350067;Unidades
B&P-041-1635-2RLD;"1635 = 3/4""x1""3/4x1/2""_x000D_";1.119908;Unidades
B&P-041-5206-2RST;Doble hilera = 30x62x23.813;3.528482;Unidades
B&P-041-6013;Rod. Rigido de Bolas;1.617898;Unidades
B&P-041-6013-2RST-22;6013 = 65x100x18 Lomo Bombe;4.694023;Unidades
B&P-041-608-2RS;608 = 8x22x7;0.214936;Unidades
B&P-041-6207-2RST-NR;RODAMIENTO RIGIDO DE BOLAS;2.8061;Unidades
B&P-041-6209-2RS;ROD. RIGIDO DE BOLAS;4.2276;Unidades
B&P-041-625-2Z-C3P62;625 = 5x16x5;0.230025;Unidades
B&P-041-629-2RLD;629 = 9x26x8;0.270919;Unidades
B&P-041-6803-2RS;6803 = 17x26x5;0.350082;Unidades
B&P-041-6804-2RS;6804 = 20x32x7;0.390091;Unidades
B&P-041-6805-2RLD-5;6805V-2RS;0.690009;Unidades
B&P-041-6805-2RS;6805 = 25x37x7;0.419098;Unidades
B&P-041-6806-2RS;6806 = 30x42x7;0.582136;Unidades
B&P-041-6907-2RLDC3P;6907 = 35x55x10;1.094363;Unidades
B&P-041-BP-13009-5;EJE Ø23;27.932289;Unidades
B&P-041-BP-13021;Soporte especial - Tipo FC 209;0.833344;Unidades
B&P-041-F490306;"Rod. Radial C4 - Bolitas 9/16""";14.699578;Unidades
B&P-041-HD00-2RS;6300 = 10x35x11;0.301301;Unidades
B&P-041-HD01-2RS;6301 = 12x37x12;0.382042;Unidades
B&P-041-HD03-2RST;6303 = 17x47x14;0.899044;Unidades
B&P-041-HD06-2RST;6306 = 30x72x19;2.080322;Unidades
B&P-041-HD06-2RST1;6306 = 30x72x19;1.782086;Unidades
B&P-041-HD07-2RST;6307 = 35x80x21;3.179981;Unidades
B&P-041-HD08-2RST;6308 = 40x90x23;3.291958;Unidades
B&P-041-HD09-2RLD;6309 = 45x100x25;5.679964;Unidades
B&P-041-HD09-2RS;6309 = 45x100x25;3.752498;Unidades
B&P-041-HD10-2RS;6310 = 50x110x27;4.708116;Unidades
B&P-041-HD12-2RS;6312 = 60x130x31;7.391722;Unidades
B&P-041-LS00-2RLD;6000 = 10x26x8;0.283898;Unidades
B&P-041-LS02-2RS;6002 = 15x32x9;0.275064;Unidades
B&P-041-LS03-2RST;6003 = 17x35x10;0.479956;Unidades
B&P-041-LS04-2RST;6004 = 20x42x12;0.614816;Unidades
B&P-041-LS05-2RLD;6005 = 25x47x12;0.672281;Unidades
B&P-041-LS05-2RST;6005 = 25x47x12;0.612696;Unidades
B&P-041-LS05-D;6005 = 25x47x12;0.701881;Unidades
B&P-041-LS05-ZZ;6005 = 25x47x12;0.659328;Unidades
B&P-041-LS06-2RST;6006 = 30x55x13;0.767929;Unidades
B&P-041-LS07-2RST;6007 = 35x62x14;1.589854;Unidades
B&P-041-LS09-2RST;6009 = 45x75x16;2.009987;Unidades
B&P-041-LS10-2RS;6010 = 50x80x16_x000D_;1.492403;Unidades
B&P-041-LS10-2RSTX;6010 = 50x80x16;0.02;Unidades
B&P-041-LS11-2RS;6011 = 55x90x18;1.889244;Unidades
B&P-041-LS12-2RS;6012 = 60X95X18;2.77911;Unidades
B&P-041-LS13-2RS;6013 = 65x100x18;2.370052;Unidades
B&P-041-LS14-2RS;6014 = 70x110x20;2.89884;Unidades
B&P-041-LS16-2RS;6016 = 80x125x22;3.826469;Unidades
B&P-041-LS17-2RS;6017 = 85x130x22;4.601072;Unidades
B&P-041-LS18-2RS;6018 = 90x140x24;5.558776;Unidades
B&P-041-LS19-2RS;6019 = 95x145x24;6.758229;Unidades
B&P-041-LS19-2RSTX;6019 = 95x145x24;9.073664;Unidades
B&P-041-LS26-2RS;6026 = 130x200x33;14.915032;Unidades
B&P-041-LS28-2RS;6028 = 140x210x33;16.41943;Unidades
B&P-041-MS00-2RLD;6200 = 10x30x9;0.3219;Unidades
B&P-041-MS00-2RST;6200 = 10x30x9;0.442823;Unidades
B&P-041-MS01-2RST;6201 = 12x32x10;0.43996;Unidades
B&P-041-MS02-ZZ;6202 = 15x35x11;0.388844;Unidades
B&P-041-MS03-2RST;6203 = 17x40x12;0.537839;Unidades
B&P-041-MS03-2RST;Rod. Rigido de Bolas;2.175007;Unidades
B&P-041-MS03-2RSTX;6203 = 17x40x12;0.740006;Unidades
B&P-041-MS03-D-C0;Rod. Rigido de Bolas;0.624868;Unidades
B&P-041-MS03-D-C3;6203 = 17x40x12;0.624868;Unidades
B&P-041-MS04-2RST;6204 = 20x47x14;0.613816;Unidades
B&P-041-MS04-2RSTX;6204 = 20x47x14;0.910007;Unidades
B&P-041-MS05-2RST;6205 = 25x52x15;0.863741;Unidades
B&P-041-MS05-2RSTX;6205 = 25x52x15;1.100009;Unidades
B&P-041-MS06-2RLD;6206 = 30x62x16;1.408939;Unidades
B&P-041-MS06-2RST;6206 = 30x62x16;1.070679;Unidades
B&P-041-MS06-2RSTX;6206 = 30x62x16;1.24001;Unidades
B&P-041-MS07-2RST1;6207 = 35x72x17;1.368977;Unidades
B&P-041-MS08-2RST;6208 = 40x80x18;2.940456;Unidades
B&P-041-MS08-2RSTX;6208 = 40x80x18;3.110725;Unidades
B&P-041-MS09-2RS;6209 = 45x85x19_x000D_;1.930299;Unidades
B&P-041-MS09-2RST;6209 = 45x85x19;2.96002;Unidades
B&P-041-MS09-2RSTK;6209 = 45x85x19 - Eje Conico;3.109977;Unidades
B&P-041-MS09-2RSTX;6209 = 45x85x19;3.976926;Unidades
B&P-041-MS10-2RLD;6210 = 50x90x20;2.999983;Unidades
B&P-041-MS10-2RS;6210 = 50x90x20;2.315074;Unidades
B&P-041-MS10-2RST;6210 = 50x90x20;3.399978;Unidades
B&P-041-MS10-2RSTK;6210 = 50x90x20 - Eje Conico;3.539977;Unidades
B&P-041-MS10-2RSTX;6210 = 50x90x20;3.361357;Unidades
B&P-041-MS11-2RS;6211 = 55x100x21;2.72391;Unidades
B&P-041-MS11-D;6211 = 55x100x21;2.650085;Unidades
B&P-041-MS12-2RS;6212 = 60x110x22;3.670118;Unidades
B&P-041-MS13;6213 = 65x120x23;5.069989;Unidades
B&P-041-MS13;Rod. Rigido de Bolas;6.084774;Unidades
B&P-041-MS14-2RS;6214 = 70x125x24;4.791116;Unidades
B&P-041-MS16-2RS;6216 = 80x140x26;7.317072;Unidades
B&P-041-SS-MS04-2RS;6204 - Acero inoxidable = 20x47x14;1.950797;Unidades
B&P-041-TS04-2RS;6904 = 20x37x9;0.467021;Unidades
B&P-041-TS05-2RS;6905 = 25x42x9;0.525122;Unidades
B&P-041-TS06-ZZ;Rod. Rigidos de Bolas;0.644999;Unidades
B&P-042-21308-CW33C3;Rod. de rodillos a rotulas  = 40x90x23;7.962973;Unidades
B&P-042-21308CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 40x90x23;7.950064;Unidades
B&P-042-22205-CW33C3;Rod. de rodillos a rotulas = 25x52x18;4.118352;Unidades
B&P-042-22206-CKW33C;Rod. de rodillos a rotulas - Eje Conico = 30x62x20;4.671887;Unidades
B&P-042-22207-CW33C3;Rod. de rodillos a rotulas = 35x72x23;5.569911;Unidades
B&P-042-22207CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 35x72x23;5.672291;Unidades
B&P-042-22208-CW33C3;Rod. de rodillos a rotulas = 40x80x23;5.827668;Unidades
B&P-042-22208CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 40x80x23;5.830047;Unidades
B&P-042-22209-CW33C3;Rod. de rodillos a rotulas = 45x85x23;6.299899;Unidades
B&P-042-22209CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 45x85x23;6.296251;Unidades
B&P-042-22210CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 50x90x23;5.967612;Unidades
B&P-042-22211-CW33C3;Rod. de rodillos a rotulas = 55x100x25_x000D_;6.871065;Unidades
B&P-042-22211CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 55x100x25;6.871065;Unidades
B&P-042-22212CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 60x110x28_x000D_;8.105175;Unidades
B&P-042-22213CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 65x120x31;10.343842;Unidades
B&P-042-22213CW33C3;Rod. de rodillos a rotulas = 65x120x31;10.351604;Unidades
B&P-042-22215-CW33C3;Rod. de rodillos a rotulas = 75x130x31;12.79488;Unidades
B&P-042-22216CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 80x140x33;14.551337;Unidades
B&P-042-22217CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 85x150x36;17.779415;Unidades
B&P-042-22220-CKW33C;Rod. de rodillos a rotulas = 100x180x46;21.528694;Unidades
B&P-042-22222-CKW33C;Rod. de rodillos a rotulas - Eje Conico = 110x200x53;29.147926;Unidades
B&P-042-22222-CW33C3;Rod. de rodillos a rotulas = 110x200x53;29.151773;Unidades
B&P-042-22309CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 45x100x36_x000D_;8.69652;Unidades
B&P-042-22310-CW33C3;Rod. de rodillos a rotulas = 50x110x40;8.944675;Unidades
B&P-042-22310CKW33C3;Rod. de rodillos a rotulas - Eje Conico = 50x110x40;9.492581;Unidades
B&P-042-22314-CW33C3;Rod. de rodillos a rotulas = 70x150x51;20.238173;Unidades
B&P-042-22317CW33C3;Rod. de rodillos a rotulas = 85x180x60;31.638603;Unidades
B&P-045-BP-19001-01;Bearing rotor cup_x000D_;0.509048;Unidades
B&P-045-PF-5-Z;Sop.de chapa redondo c/ 3 aguj;0.800052;Unidades
B&P-045-PF-6-Z;Sop.de chapa redondo c/ 3 aguj;0.839731;Unidades
B&P-045-PF-7-Z;Sop.de chapa redondo c/ 3 aguj;1.419965;Unidades
B&P-045-PFD-5-Z;SOPORTE DE CHAPA;0.920708;Unidades
B&P-045-PFF-10-Z;Sop.de chapa redondo c/ 4 aguj;3.230149;Unidades
B&P-045-PFF-11-Z;Sop.de chapa redondo c/ 4 aguj;3.218084;Unidades
B&P-045-PFF-8-Z;Sop.de chapa redondo c/ 4 aguj;2.440986;Unidades
B&P-045-PFF-9-Z;Sop.de chapa redondo c/ 4 aguj;2.169306;Unidades
B&P-045-PFL-4-Z;Sop.de chapa Ovalado c/2 aguj;0.450004;Unidades
B&P-045-PFL-5-Z;Sop.de chapa Ovalado c/2 aguj;0.649613;Unidades
B&P-045-PFL-6-Z;Sop.de chapa Ovalado c/2 aguj;0.860133;Unidades
B&P-045-PFL-8-Z;Sop.de chapa Ovalado c/2 aguj;1.790116;Unidades
B&P-045-PFM-5-Z;Sop.de chapa redondo c/ 4 aguj;0.84013;Unidades
B&P-045-PFT-4-Z;Sop.de chapa Triangular c/3 aguj;0.689998;Unidades
B&P-045-PFT-5-Z;Sop.de chapa Triangular c/3 aguj;0.769542;Unidades
B&P-045-PFT-6-Z;Sop.de chapa Triangular c/3 aguj;1.874987;Unidades
B&P-045-PP-5-Z;Soporte de chapa de pie;0.43;Unidades
B&P-047-ACL-205-25MM;Tipo FH/AEL/YET = 25x52x15/31;2.398992;Unidades
B&P-047-ACL-208-40MM;Tipo FH/AEL/YET = 40x80x22/43.7;4.648512;Unidades
B&P-047-ACL-209-45DG;Tipo FH/AEL/YET = 45x85x22/43.7;0.880003;Unidades
